,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Distance_km,Time_Differece_in_minutes
15965,24.0,4.5,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Urban,30,17.29786575291325,10.0
15966,27.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,19,13.631330662170871,15.0
15967,28.0,4.8,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,20,1.498149229702275,-512.5
15968,29.0,4.9,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,9.076358225887674,15.0
15969,38.0,4.7,Windy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,30,6.081595038517862,10.0
15970,34.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,29,17.07362495419754,10.0
15971,29.0,4.9,Windy,Low,2,Meal,scooter,0.0,No,Urban,15,4.589499486380356,5.0
15972,33.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,31,9.22049964090574,1327.50000002
15973,35.0,4.9,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,46,13.989532157306376,15.0
15974,36.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,48,10.704672233866503,15.0
15975,30.0,4.7,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,19,10.881463659821872,15.0
15976,20.0,4.6,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,9.220373067021216,15.0
15977,35.0,4.8,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,38,12.418009922382469,10.0
15978,28.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,22,9.315702005351538,-1307.50000002
15979,36.0,4.9,Stormy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,30,4.656811824870756,15.0
15980,22.0,4.7,Stormy,Low,2,Buffet,motorcycle,0.0,No,Urban,10,3.11617292179438,5.0
15981,27.0,4.6,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,17,4.544264509631538,5.0
15982,31.0,4.7,Stormy,Jam,2,Buffet,motorcycle,0.0,No,Urban,30,20.25310137263237,15.0
15983,25.0,4.1,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,9.08801379933047,5.0
15984,27.0,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,12,7.631500138051357,1107.49999998
15985,30.0,3.8,Windy,Jam,2,Buffet,scooter,1.0,Yes,Metropolitian,40,12.161642370389036,10.0
15986,38.0,4.6,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,25,7.60180033473793,15.0
15987,26.0,5.0,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,7.762461854550194,15.0
15988,35.0,4.2,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,43,12.580267822400964,5.0
15989,35.0,4.2,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,38,6.232321450753526,10.0
15990,25.0,4.5,Cloudy,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,43,17.29786575291325,-1077.49999998
15991,28.0,4.5,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,11,7.448363764234237,5.0
15992,24.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,9.074573554008944,10.0
15993,32.0,4.2,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,7.790336733567704,15.0
15994,39.0,4.7,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,18,9.315024038998043,5.0
15995,29.0,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,12,12.435806041180756,-60.0
15996,35.0,4.6,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,28,6.210607623190057,15.0
15997,28.0,4.9,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,31,4.587980157997101,-1135.00000002
15998,26.0,4.9,Fog,Jam,0,Drinks,motorcycle,2.0,No,Urban,43,19.34391143623222,5.0
15999,28.0,4.6,Cloudy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,39,10.587023705098993,5.0
16000,31.0,4.5,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,43,10.867232952679457,5.0
16001,37.0,3.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,41,16.822056546203214,5.0
16002,31.0,4.2,Windy,Low,0,Snack,motorcycle,0.0,No,Urban,32,3.059402876820984,10.0
16003,29.0,4.9,Sandstorms,Medium,2,Buffet,motorcycle,0.0,No,Urban,22,6.119039466469952,10.0
16004,23.0,4.6,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,4.464734973807576,10.0
16005,33.0,4.9,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,6.147215320061788,5.0
16006,25.0,4.8,Fog,Jam,1,Drinks,motorcycle,1.0,No,Urban,30,13.970652591255588,5.0
16007,22.0,4.7,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,12.464369459117805,5.0
16008,29.0,4.2,Sunny,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,54,4.5279170129511765,5.0
16009,34.0,4.1,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,35,10.867366120252033,15.0
16010,20.0,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,13,9.326360257118816,15.0
16011,24.0,4.8,Sandstorms,Medium,1,Snack,scooter,1.0,No,Urban,29,17.078934089494954,15.0
16012,28.0,4.5,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,15,6.146925931738805,5.0
16013,29.0,4.8,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,15,16.721288103917214,-1087.49999998
16014,34.0,4.6,Stormy,High,2,Snack,scooter,2.0,No,Metropolitian,34,1.5544659606035225,15.0
16015,21.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,7.862668167410368,5.0
16016,38.0,4.6,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,17.29786575291325,-1312.50000002
16017,36.0,5.0,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,44,10.90605850332722,5.0
16018,27.0,4.9,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,27,10.64201906419996,5.0
16019,35.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,29,7.772809995408273,5.0
16020,34.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17,3.064427093024872,5.0
16021,32.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,12.419464414087114,10.0
16022,34.0,4.5,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,23,2.979410112022739,532.5
16023,27.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,1.4922901835795404,5.0
16024,31.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,9.074573554008944,10.0
16025,33.0,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,19,7.562364213495008,10.0
16026,33.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,30,10.705622903496971,15.0
16027,21.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,22,19.879870677373702,15.0
16028,23.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,32,13.971968544834215,10.0
16029,26.0,4.5,Stormy,High,1,Drinks,motorcycle,1.0,No,Urban,12,6.210098947886509,10.0
16030,24.0,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,21,7.772039544673178,15.0
16031,21.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,28,8.953274723589717,1160.00000002
16032,32.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,3.0408940852046724,5.0
16033,38.0,4.5,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,22,17.07649014379466,1050.0
16034,33.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,4.596738270616882,5.0
16035,35.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,4.527535939190659,5.0
16036,34.0,4.1,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31,9.363281285466348,5.0
16037,36.0,4.9,Stormy,Low,1,Drinks,scooter,1.0,No,Metropolitian,29,7.683253857182166,-60.0
16038,33.0,4.8,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,16.112965527489266,5.0
16039,25.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,25,17.165758142606446,5.0
16040,23.0,4.7,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,21,9.122100805601145,10.0
16041,27.0,4.8,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,31,16.901828274275406,15.0
16042,31.0,4.8,Sunny,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,39,14.022298282479133,10.0
16044,32.0,4.8,Stormy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,38,12.580267822400964,5.0
16045,22.0,5.0,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,23,1.5545020843140125,15.0
16046,28.0,4.6,Stormy,High,1,Drinks,motorcycle,0.0,No,Urban,16,6.1186308844114,5.0
16047,34.0,4.7,Cloudy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,16,6.242544780458512,10.0
16048,33.0,4.1,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,34,9.121350389794664,10.0
16049,33.0,4.8,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,28,9.219905581616992,1045.0
16050,37.0,4.7,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,33,6.050103074349793,5.0
16051,21.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,4.65734737800111,-1430.0
16052,36.0,4.9,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,16.72129600980331,10.0
16053,39.0,4.8,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,13.763778584951169,-1312.50000002
16054,33.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,1.536906134034303,5.0
16055,27.0,4.8,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,36,12.43518327861207,-1202.5
16056,28.0,4.9,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,17,7.76260023979039,10.0
16057,25.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,14,2.9795405223586338,15.0
16058,30.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,28,6.10530006848594,15.0
16059,24.0,4.6,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,16,11.007734763744615,5.0
16060,29.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,24,10.866261860714015,5.0
16061,30.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,1.53058864856925,10.0
16062,21.0,4.0,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,2.937443361922329,522.5
16063,20.0,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,27,7.563759001970378,15.0
16064,34.0,5.0,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,30,7.661250453808297,1279.99999998
16065,37.0,4.2,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,37,12.463888116757747,1279.99999998
16066,29.0,4.9,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,30,10.278860723637395,15.0
16067,21.0,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,27,4.656902198106395,1045.0
16068,38.0,4.3,Fog,Medium,2,Buffet,scooter,1.0,No,Urban,38,10.58695309692162,15.0
16069,28.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,19,7.573429885020108,15.0
16070,38.0,4.4,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,33,1.5545511732988062,15.0
16071,30.0,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,7.450285845946469,-1370.0
16072,36.0,4.6,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,38,9.19040310530244,10.0
16073,39.0,4.9,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,27,10.724189700859585,10.0
16074,31.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,9.178605957040862,5.0
16075,37.0,3.8,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,36,10.641604779432296,10.0
16077,39.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,3.1050835221086417,15.0
16078,24.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,7.762394296687464,5.0
16079,21.0,4.7,Stormy,Jam,1,Meal,scooter,1.0,No,Urban,29,19.34348721744278,10.0
16080,35.0,4.3,Fog,Jam,1,Buffet,scooter,2.0,No,Metropolitian,37,7.601308045983357,1274.99999998
16081,21.0,4.5,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Urban,15,10.924100022195042,10.0
16082,30.0,4.9,Cloudy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,30,13.830084721845328,1107.49999998
16083,39.0,4.3,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,39,16.59866734050554,1327.50000002
16084,35.0,4.7,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,21,11.748980070213674,10.0
16085,33.0,4.6,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,25,7.772241951547947,5.0
16086,29.0,4.5,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,14,13.583302501334016,10.0
16088,29.0,4.8,Windy,Jam,1,Buffet,motorcycle,0.0,No,Urban,18,10.86742683448048,10.0
16089,29.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,17.09806123890409,10.0
16090,37.0,4.0,Cloudy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,37,13.787803344501585,15.0
16091,36.0,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,26,4.560926278066122,15.0
16092,23.0,4.5,Fog,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,28,4.657153007152837,15.0
16093,34.0,4.6,Stormy,Low,1,Buffet,scooter,1.0,No,Metropolitian,29,12.352505605215404,5.0
16094,32.0,3.7,Stormy,Jam,2,Snack,motorcycle,2.0,No,Metropolitian,38,16.980990792659853,1165.00000002
16095,22.0,4.7,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,9.193373039577208,5.0
16096,33.0,4.7,Fog,High,0,Meal,motorcycle,2.0,No,Metropolitian,33,6.147073151032162,5.0
16097,25.0,4.8,Fog,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12,7.862668167410368,5.0
16098,29.0,4.5,Stormy,Low,0,Meal,motorcycle,0.0,No,Urban,15,3.105369890908668,15.0
16099,36.0,4.1,Windy,Medium,1,Buffet,motorcycle,1.0,No,Urban,34,8.811560720686265,15.0
16100,25.0,4.4,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,33,13.989147573068443,5.0
16102,28.0,4.8,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,15,6.058825169286296,15.0
16103,26.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,15,4.596534542243907,10.0
16104,24.0,4.6,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,16,10.641495972351702,5.0
16105,38.0,5.0,Fog,High,1,Meal,motorcycle,1.0,No,Metropolitian,25,1.5125847685793798,10.0
16106,28.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,1.4652223678913632,-559.99999998
16107,39.0,4.0,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,34,6.29013467763468,10.0
16108,25.0,5.0,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,4.52824657673871,15.0
16109,26.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,29,9.07534450196205,5.0
16110,23.0,4.9,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,26,16.41281017631183,15.0
16111,34.0,5.0,Sunny,High,0,Meal,motorcycle,1.0,No,Metropolitian,28,1.5322531674035038,10.0
16112,23.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,31,19.761706467413592,1045.0
16113,20.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,17.076712975302453,10.0
16114,25.0,4.8,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,23,3.1212067439862645,10.0
16115,23.0,4.8,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,19.76171176132034,5.0
16116,33.0,4.0,Windy,High,1,Meal,motorcycle,1.0,No,Urban,31,6.050103074349793,15.0
16117,32.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,9.056024276265346,5.0
16118,35.0,5.0,Stormy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,13.970572124439776,-1077.49999998
16119,28.0,4.8,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,14,7.762596264580148,15.0
16120,23.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,22,9.32635938574064,10.0
16121,25.0,4.6,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,22,16.635518179509837,10.0
16122,30.0,4.6,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,29,13.61385032584042,10.0
16123,21.0,4.5,Sandstorms,High,1,Meal,motorcycle,1.0,No,Metropolitian,29,5.9592931098219735,10.0
16124,22.0,4.8,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,10.427575355310204,5.0
16125,29.0,4.5,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Urban,14,4.5609611913436,5.0
16126,22.0,4.6,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,10.724517748046026,5.0
16127,33.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,17,9.220550607824231,15.0
16128,21.0,4.4,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,37,19.34366892423054,10.0
16130,29.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,15,1.5202946823347985,10.0
16131,39.0,4.1,Fog,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,45,20.181059137197774,5.0
16132,32.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,49,10.756415548797705,1165.00000002
16133,30.0,4.6,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,31,6.210168035777162,5.0
16134,23.0,4.7,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,24,13.788169484007303,5.0
16136,34.0,4.6,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,7.325371833632557,5.0
16137,20.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,12.43553817483687,10.0
16138,22.0,4.6,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,28,6.147383751705428,877.5
16139,31.0,4.8,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,3.1162385581768866,-564.99999998
16140,32.0,4.7,Cloudy,Low,1,Drinks,scooter,1.0,No,Metropolitian,15,1.5545816630911855,5.0
16142,34.0,4.4,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,34,13.82967763210672,10.0
16143,26.0,4.6,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,5.958808071070684,10.0
16144,35.0,4.6,Cloudy,Low,0,Drinks,motorcycle,2.0,Yes,Metropolitian,43,17.077821017427635,5.0
16145,30.0,4.6,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,18,3.105095437473336,10.0
16146,39.0,5.0,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,25,12.253528674537144,-1307.50000002
16147,23.0,4.6,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,7.760937776419092,10.0
16148,32.0,5.0,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,37,7.762944133594541,1222.5
16149,37.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,19.615926964388624,5.0
16150,20.0,4.8,Windy,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,11,2.930215111056805,10.0
16151,26.0,4.2,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,34,6.08091814244962,5.0
16152,31.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,19.91612261381972,5.0
16153,23.0,4.8,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,26,14.021726512881596,10.0
16154,34.0,4.1,Fog,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,39,10.881731319465793,15.0
16155,25.0,4.9,Windy,High,0,Snack,motorcycle,1.0,No,Metropolitian,15,3.061134013686177,10.0
16156,28.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,Metropolitian,18,6.29013467763468,5.0
16157,25.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,15,7.648322354566645,15.0
16158,37.0,4.1,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,33,1.5581322655568652,522.5
16159,39.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,19.61901197596057,15.0
16160,29.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,18,16.659979129063025,10.0
16161,23.0,4.7,Stormy,High,0,Meal,motorcycle,0.0,No,Metropolitian,19,6.210589610314177,-847.5
16162,34.0,5.0,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,32,4.596251207088927,10.0
16163,38.0,4.8,Sunny,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,16,19.659414837288296,5.0
16164,31.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,10,9.17813837505589,5.0
16165,22.0,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,25,3.0188245695177898,700.0
16166,37.0,4.8,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,26,9.435201537430714,5.0
16167,37.0,4.1,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,36,3.0734222587643045,10.0
16168,20.0,5.0,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,27,12.463970105023904,10.0
16169,24.0,4.7,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,30,20.44292976252901,5.0
16170,33.0,4.3,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,32,12.117044368866695,10.0
16171,26.0,4.6,Sunny,Medium,2,Snack,electric_scooter,0.0,No,Urban,14,4.5279972125744,5.0
16172,32.0,4.8,Sandstorms,Low,1,Meal,scooter,1.0,No,Urban,27,19.915135664660596,-1365.0
16173,28.0,4.5,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,21,6.14663364596065,15.0
16174,23.0,4.9,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,18,7.762633866101877,15.0
16175,28.0,4.9,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,35,10.705622903496971,10.0
16176,33.0,3.7,Stormy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,44,12.079217376068437,5.0
16177,24.0,4.9,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Urban,10,1.5525820816228664,-507.5
16178,32.0,4.9,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,47,12.580267822400964,-1259.99999998
16179,26.0,4.9,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,26,6.081596950437154,5.0
16180,36.0,4.5,Sunny,Jam,1,Snack,scooter,1.0,No,Metropolitian,18,9.0753524876199,1274.99999998
16181,35.0,4.8,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,32,1.5368020663947328,5.0
16182,20.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Urban,22,19.36258018346589,5.0
16183,33.0,4.9,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,40,2.976185616575918,5.0
16184,24.0,4.5,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,3.104402431477901,5.0
16185,37.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Urban,16,1.5147885720051273,15.0
16186,28.0,4.8,Fog,Low,2,Snack,electric_scooter,1.0,No,Urban,28,11.007734763744615,5.0
16187,21.0,4.2,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,37,16.72059667667709,15.0
16188,24.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,Metropolitian,17,1.536829311966258,10.0
16189,22.0,4.3,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,31,3.059443338897214,10.0
16190,25.0,4.9,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,26,10.90605850332722,10.0
16191,23.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,38,10.708220667367794,10.0
16192,23.0,4.6,Stormy,Jam,2,Meal,scooter,0.0,No,Metropolitian,29,13.787803344501585,10.0
16193,24.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Urban,34,12.418480328292787,10.0
16194,34.0,4.8,Windy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,29,4.663439017652667,15.0
16195,23.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Urban,20,12.232070021478211,15.0
16196,24.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,1.4883409409467787,10.0
16197,37.0,4.8,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,3.1051298892163754,5.0
16198,22.0,4.2,Fog,Jam,2,Snack,motorcycle,2.0,Yes,Metropolitian,40,19.89050358396721,15.0
16199,31.0,4.3,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,12.107326941360846,-1030.0
16200,24.0,4.1,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,3.1050761845074675,-622.50000002
16201,24.0,4.9,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,19.91300954559314,5.0
16202,37.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,30,3.1162419915691597,-564.99999998
16204,24.0,4.8,Fog,Jam,0,Drinks,motorcycle,2.0,No,Urban,47,19.688246931881576,5.0
16205,39.0,4.7,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,42,16.819856608097247,5.0
16206,34.0,4.9,Sunny,Low,1,Snack,motorcycle,0.0,No,Metropolitian,18,9.348206267361393,15.0
16207,22.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Metropolitian,29,10.58681760722298,5.0
16208,22.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,37,13.583302501334016,10.0
16209,25.0,4.7,Windy,Jam,1,Snack,scooter,0.0,No,Urban,14,4.67414369897644,5.0
16210,25.0,4.8,Fog,Jam,2,Snack,motorcycle,1.0,No,Urban,23,8.937880155829204,10.0
